code,performanceExpPubDate,performanceExpStatDate,performanceExpUpdateDate,performanceExpressTotalAsset,performanceExpressNetAsset,performanceExpressEPSChgPct,performanceExpressROEWa,performanceExpressEPSDiluted,performanceExpressGRYOY,performanceExpressOPYOY
sz.300655,2017-05-03,2016-03-31,2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300655,2017-05-03,2017-03-31,2017-05-03,560375200.0,295727400.0,-0.001086,0.0,0.0,0.263851,0.216973
sh.603580,2017-05-11,2017-03-31,2017-05-11,250846200.0,223193700.0,0.0,0.0,0.0,0.0,0.0
sz.002876,2017-05-12,2017-03-31,2017-05-12,1453838900.0,470400500.0,0.0,0.0,0.34,0.0,0.0
sh.603196,2017-05-08,2016-03-31,2017-05-08,0.0,0.0,-0.00412,0.0,0.0,1.136305,-0.219689
sh.603196,2017-05-08,2017-03-31,2017-05-08,725670500.0,495797300.0,0.011676,0.0,0.0,0.038329,0.171645
sh.603200,2017-05-16,2016-03-31,2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603200,2017-05-16,2017-03-31,2017-05-16,463870200.0,383706300.0,0.038799,0.0,0.0,0.111725,0.11735799999999999
sz.002875,2017-05-17,2016-03-31,2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002875,2017-05-17,2017-03-31,2017-05-17,542423900.0,378475600.0,0.040801,0.0,0.0,0.041304,0.059187000000000003
sz.002875,2017-07-28,2017-06-30,2017-07-28,978960948.16,768092542.53,0.042385,10.1,0.56,0.16755799999999998,0.06425299999999999
sh.603042,2017-05-11,2017-03-31,2017-05-11,1124513000.0,486826000.0,0.0,0.0,0.0,0.0,0.0
sz.002877,2017-05-22,2016-03-31,2017-05-22,0.0,0.0,-0.025835000000000004,0.0,0.0,0.128408,-0.553104
sz.002877,2017-05-22,2017-03-31,2017-05-22,486887775.25,323863739.1,0.089349,0.0,0.0,0.602168,4.6261980000000005
sz.002878,2017-05-17,2016-03-31,2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002878,2017-05-17,2017-03-31,2017-05-17,381567100.0,229551200.0,0.002095,0.0,0.0,-0.20203,0.004123
sz.300661,2017-06-05,2016-03-31,2017-06-05,0.0,0.0,0.06711900000000001,5.91,0.29,0.0,0.221077
sz.300661,2017-06-05,2017-03-31,2017-06-05,391591100.0,276750200.0,0.034087,5.33,0.32,-0.020291999999999998,0.017148
sh.603496,2017-05-23,2016-03-31,2017-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603496,2017-05-23,2017-03-31,2017-05-23,366343829.11,280777580.3,0.0229,0.0,0.0,0.129906,0.023975
sh.603496,2017-08-09,2017-06-30,2017-08-09,719716508.07,613965698.95,0.028547000000000006,11.91,0.4521,0.21516999999999997,0.28970300000000004
sz.300663,2017-05-24,2016-03-31,2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300663,2017-05-24,2017-03-31,2017-05-24,710094100.0,412994500.0,0.121512,0.0,0.0,0.351352,0.359933
sh.603536,2017-05-22,2016-03-31,2017-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603536,2017-05-22,2017-03-31,2017-05-22,944037900.0,407718600.0,0.219817,0.0,0.0,0.368176,1.4349290000000001
sh.603767,2017-05-02,2016-03-31,2017-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603767,2017-05-02,2017-03-31,2017-05-02,1147704000.0,0.0,0.004018,0.0,0.0,0.050856,-0.003933
sh.603980,2017-05-24,2016-03-31,2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603980,2017-05-24,2017-03-31,2017-05-24,2965255200.0,2196935100.0,0.130644,0.0,0.0,0.196805,0.8840610000000001
sh.603326,2017-05-10,2016-03-31,2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603326,2017-05-10,2017-03-31,2017-05-10,501338200.0,302249300.0,0.037857999999999996,0.0,0.0,1.032791,0.766714
sz.002880,2017-05-22,2016-03-31,2017-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002880,2017-05-22,2017-03-31,2017-05-22,996364000.0,0.0,0.007562,0.0,0.0,0.077821,0.029552
sh.603316,2017-05-08,2016-03-31,2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603316,2017-05-08,2017-03-31,2017-05-08,831958200.0,440602200.0,0.048928,0.0,0.0,0.28373200000000004,1.088708
sz.002883,2017-06-06,2016-03-31,2017-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002883,2017-06-06,2017-03-31,2017-06-06,253482300.0,163431600.0,0.04163,0.0,0.0,0.273283,0.344501
sz.002883,2017-07-21,2017-06-30,2017-07-21,441744975.49,361668227.47,0.144769,10.81,0.5,0.385304,0.8800290000000001
sh.603679,2017-06-08,2016-03-31,2017-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603679,2017-06-08,2017-03-31,2017-06-08,434106600.0,272008700.0,0.011759,0.0,0.0,0.490095,0.313923
sh.603380,2017-06-09,2016-03-31,2017-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603380,2017-06-09,2017-03-31,2017-06-09,533306600.0,213230700.0,-0.006495,0.0,0.0,0.22838899999999998,-0.078558
sh.601878,2017-06-23,2016-03-31,2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601878,2017-06-23,2017-03-31,2017-06-23,54657992000.0,9826637000.0,0.021925,0.0,0.0,0.052752999999999994,0.302057
sh.601878,2017-07-18,2017-06-30,2017-07-18,55538842900.0,12849742200.0,0.002391,5.36,0.18,0.463286,-0.015522
sh.603043,2017-06-07,2016-03-31,2017-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603043,2017-06-07,2017-03-31,2017-06-07,1259668100.0,970957200.0,0.031708,0.0,0.0,0.213029,0.7234520000000001
sh.603286,2017-06-26,2016-03-31,2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603286,2017-06-26,2017-03-31,2017-06-26,390766700.0,254988700.0,0.012216,0.0,0.0,0.261229,0.034274
sz.002886,2017-06-12,2016-03-31,2017-06-12,0.0,0.0,-0.004024,0.0,0.0,0.330885,-0.134775
sz.002886,2017-06-12,2017-03-31,2017-06-12,653228100.0,365363200.0,0.038894,0.0,0.0,0.160661,0.299738
sh.603938,2017-06-08,2016-03-31,2017-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603938,2017-06-15,2017-03-31,2017-06-15,634219200.0,548781700.0,0.110687,0.0,0.0,0.62161,0.8946299999999999
sz.300669,2017-06-16,2016-03-31,2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300669,2017-06-16,2017-03-31,2017-06-16,240636300.0,209375600.0,0.012095999999999999,0.0,0.0,0.111974,0.12428099999999999
sh.603801,2017-06-19,2016-03-31,2017-06-19,1404770694.9,666322628.5,0.0,2.6,0.11,0.0,0.0
sh.603801,2017-06-19,2017-03-31,2017-06-19,1351339807.07,636266004.13,0.05728200000000001,3.01,0.17,0.375917,0.0
sh.603801,2017-08-05,2017-06-30,2017-08-05,2351109243.54,1529593331.29,0.091282,9.55,0.5359,0.451784,0.270487
sh.603617,2017-06-12,2017-03-31,2017-06-20,431844800.0,246516500.0,0.044981,0.0,0.0,0.134667,0.286015
sh.603617,2017-06-20,2016-03-31,2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603617,2017-06-20,2017-03-31,2017-06-20,431844800.0,246516500.0,0.044981,0.0,0.0,0.13467,0.286015
sz.300670,2017-06-21,2016-03-31,2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300670,2017-06-21,2017-03-31,2017-06-21,372710791.67,0.0,-0.007759999999999999,0.0,0.0,-0.036639,-0.168278
sh.603331,2017-06-22,2016-03-31,2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603331,2017-06-22,2017-03-31,2017-06-22,763093900.0,374881400.0,0.067744,0.0,0.0,0.384131,0.539579
sz.300671,2017-06-22,2016-03-31,2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300671,2017-06-22,2017-03-31,2017-06-22,485103400.0,0.0,0.053008000000000007,0.0,0.0,0.48873199999999994,0.8979969999999999
sh.603933,2017-06-23,2016-03-31,2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603933,2017-06-23,2017-03-31,2017-06-23,878651400.0,425809000.0,0.35830500000000004,0.0,0.0,0.463214,2.036264
sh.603305,2017-06-19,2016-03-31,2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603305,2017-06-19,2017-03-31,2017-06-27,851698800.0,550898100.0,0.155142,0.0,0.0,0.8010649999999999,0.923629
sh.603305,2017-06-27,2017-03-31,2017-06-27,851698800.0,550898100.0,0.155142,0.0,0.0,0.8010649999999999,0.923629
sh.603757,2017-06-28,2016-03-31,2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603757,2017-06-28,2017-03-31,2017-06-28,603572659.89,314285612.99,0.198147,0.0,0.0,0.412059,0.67879
sz.002884,2017-06-27,2016-03-31,2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002884,2017-06-27,2017-03-31,2017-06-27,646410700.0,547017800.0,0.118408,0.0,0.0,0.23647100000000001,0.23495
sh.603595,2017-06-29,2016-03-31,2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603595,2017-06-29,2017-03-31,2017-06-29,481287700.0,269296500.0,0.14323,0.0,0.0,1.3901940000000002,2.498256
sz.300672,2017-06-27,2016-03-31,2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300672,2017-06-27,2017-03-31,2017-06-27,740810387.7,682478208.08,0.170388,0.0,0.0,-0.178482,0.19497
sh.603387,2017-06-26,2016-03-31,2017-06-26,0.0,0.0,0.070361,0.0,0.0,0.338345,0.31245300000000004
sh.603387,2017-06-26,2017-03-31,2017-06-26,450759700.0,383803800.0,0.125059,0.0,0.0,0.259427,0.394704
sh.603612,2017-06-28,2016-03-31,2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603612,2017-06-28,2017-03-31,2017-06-28,3186158800.0,1534542700.0,0.5811850000000001,0.0,0.0,0.736078,22.087447
sh.603707,2017-06-28,2016-03-31,2017-06-28,0.0,0.0,0.0,2.66,0.0808,0.0,0.0
sh.603707,2017-06-28,2017-03-31,2017-06-28,1566240712.44,1370641712.6,0.07384600000000001,4.18,0.1558,0.620348,0.9553590000000001
sz.300675,2017-06-26,2016-03-31,2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300675,2017-06-26,2017-03-31,2017-06-26,533018800.0,0.0,0.112488,0.0,0.0,0.232817,0.48652700000000004
sh.601619,2017-07-03,2017-03-31,2017-07-03,7974335200.0,2095522800.0,0.014993000000000001,0.0,0.0,0.594282,9.059502
sh.601619,2017-07-07,2016-03-31,2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603676,2017-07-03,2016-03-31,2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603676,2017-07-03,2017-03-31,2017-07-03,553831100.0,479516900.0,-0.003321,0.0,0.0,-0.019643,0.049946
sz.300677,2017-07-03,2016-03-31,2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300677,2017-07-03,2017-03-31,2017-07-03,1167812085.33,522725819.85,-0.034163,0.0,0.0,0.490838,-0.121199
sz.300677,2017-08-11,2017-06-30,2017-08-11,1244562129.53,562906115.29,0.15275899999999998,10.97,0.84,5.7939620000000005,0.246981
sh.603063,2017-07-10,2017-06-30,2017-07-10,1934693300.0,1517057900.0,0.0,8.5,0.34,0.11012000000000001,0.015122
sh.603063,2017-07-17,2016-06-30,2017-07-17,0.0,0.0,0.0,9.2,0.31,0.0,0.0
sz.002889,2017-07-10,2016-03-31,2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002889,2017-07-10,2017-03-31,2017-07-10,8117148900.0,824175100.0,0.176513,0.0,0.0,0.685959,0.565476
sh.603825,2017-07-13,2016-03-31,2017-07-13,3923933000.0,653743100.0,0.0,0.0,0.0,0.0,0.0
sh.603825,2017-07-13,2017-03-31,2017-07-13,3706798200.0,647948300.0,0.26203200000000004,0.0,0.0,0.5193840000000001,1.4165590000000001
sz.300685,2017-07-20,2016-06-30,2017-07-20,0.0,0.0,0.353137,0.0,0.0,0.0,1.182107
sz.300685,2017-07-20,2017-06-30,2017-07-20,401102400.0,351980700.0,0.176738,0.0,0.0,0.304958,0.738653
sh.603880,2017-07-18,2017-06-30,2017-07-18,553077400.0,255657000.0,0.023979,0.0,0.0,0.07358200000000001,0.00557
sh.603880,2017-07-25,2016-06-30,2017-07-25,478858100.0,246856900.0,0.028151999999999996,0.0,0.0,0.049391000000000004,0.144245
sh.603535,2017-07-19,2016-03-31,2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603535,2017-07-19,2017-03-31,2017-07-19,1076971100.0,753730800.0,0.0,0.0,0.0,0.508308,1.2801559999999998
sh.603535,2017-10-16,2017-09-30,2017-10-16,1672986400.0,1344841100.0,0.10634300000000001,7.87,0.68,1.034106,0.21169200000000002
sz.300683,2017-07-19,2016-03-31,2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300683,2017-07-19,2017-03-31,2017-07-19,1004647500.0,727713900.0,0.057116999999999994,0.0,0.0,0.136524,0.155451
sz.300690,2017-07-26,2016-03-31,2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300690,2017-07-26,2017-03-31,2017-07-26,536121200.0,362530000.0,-0.028025,0.0,0.0,0.07740599999999999,-0.062956
sh.603458,2017-07-20,2016-03-31,2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603458,2017-07-20,2017-03-31,2017-07-20,2562457700.0,859542300.0,0.0,0.0,0.0,0.159813,0.313251
sh.603602,2017-07-25,2016-06-30,2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603602,2017-07-25,2017-06-30,2017-07-25,697332400.0,349955700.0,0.08646799999999999,0.0,0.0,0.224498,0.23732399999999998
sh.603721,2017-07-24,2016-06-30,2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603721,2017-07-24,2017-06-30,2017-07-24,457734900.0,377041300.0,0.481041,0.0,0.0,-0.149249,6.826362
sz.300691,2017-07-25,2016-06-30,2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300691,2017-07-25,2017-06-30,2017-07-25,780673700.0,439771900.0,0.373082,0.0,0.0,0.383573,1.116874
sh.603776,2017-07-28,2017-03-31,2017-07-28,1362123300.0,567076600.0,0.024711,0.0,0.0,0.205416,0.05154299999999999
sh.603776,2017-08-04,2016-03-31,2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601949,2017-07-31,2017-03-31,2017-07-31,8752308600.0,4081023000.0,-0.064337,0.0,0.0,0.0,-0.7062970000000001
sz.002891,2017-07-31,2017-03-31,2017-07-31,656344316.16,325860029.53,0.0,0.0,0.0,0.0,0.0
sh.603976,2017-07-31,2017-03-31,2017-07-31,655552600.0,506606300.0,0.0,0.0,0.0,0.0,0.0
sh.603181,2017-07-31,2017-03-31,2017-07-31,1276484700.0,691164600.0,0.046178,0.0,0.0,0.242234,0.2358
sh.603181,2017-08-11,2016-03-31,2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002896,2017-08-16,2016-06-30,2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603183,2017-08-15,2016-06-30,2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603183,2017-08-15,2017-06-30,2017-08-15,502917100.0,344257000.0,0.0,0.0,0.0,0.039425999999999996,0.025963999999999997
sh.603725,2017-08-16,2016-06-30,2017-08-16,0.0,0.0,0.021856999999999998,0.0,0.0,0.118301,0.007812999999999999
sh.603527,2017-10-17,2017-09-30,2017-10-17,1158259462.19,780654772.95,0.06116,13.82,0.62,2.333654,0.210527
sh.603386,2017-07-07,2016-03-31,2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603386,2017-07-07,2017-03-31,2017-07-07,901873700.0,278640100.0,-0.017178,0.0,0.0,0.20134100000000002,-0.165682
sz.002899,2017-08-28,2016-06-30,2017-08-28,696057000.0,433975200.0,0.0,0.0,0.0,0.0,0.0
sz.002899,2017-09-14,2017-06-30,2017-09-14,719552400.0,467731200.0,0.0,0.0,0.0,0.09281,0.471196
sz.002906,2017-09-26,2016-06-30,2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002906,2017-09-26,2017-06-30,2017-09-26,4325924900.0,2414684300.0,0.049696,0.0,0.0,0.086659,0.151637
sh.603722,2017-09-27,2016-09-30,2017-09-27,0.0,0.0,-0.146572,0.0,0.0,-0.30023299999999997,-0.261522
sh.603722,2017-09-27,2017-09-30,2017-09-27,0.0,0.0,0.021011000000000002,0.0,0.0,0.201961,-0.010033
sh.603260,2017-10-17,2016-06-30,2017-10-17,0.0,0.0,0.170735,0.0,0.0,2.499127,0.707015
sh.603260,2017-10-17,2017-06-30,2017-10-17,10013162800.0,3200744300.0,0.447455,0.0,0.0,0.363766,1.039929
sh.603659,2017-10-23,2016-06-30,2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603659,2017-10-23,2017-06-30,2017-10-23,2607128300.0,1193177400.0,0.249207,0.0,0.0,0.470474,0.8873700000000001
sz.300719,2017-10-26,2016-09-30,2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300719,2017-10-26,2017-09-30,2017-10-26,0.0,0.0,0.0217,0.0,0.0,0.133866,0.0
sh.603916,2017-10-23,2017-06-30,2017-10-23,2475977700.0,1180467400.0,0.060677999999999996,0.0,0.0,0.2316010000000001,0.4284520000000001
sh.603916,2017-10-30,2016-06-30,2017-10-30,0.0,0.0,-0.11365,0.0,0.0,-0.129814,-0.3652780000000001
sz.300721,2017-11-14,2017-09-30,2017-11-14,1006199286.81,0.0,0.056097,9.4,0.8213,0.0,0.005007999999999999
sz.300723,2017-10-30,2016-09-30,2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300723,2017-10-30,2017-09-30,2017-10-30,0.0,0.0,0.15820599999999999,0.0,0.0,0.167147,0.0
sh.603619,2017-07-24,2016-03-31,2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603619,2017-07-24,2017-03-31,2017-07-24,2748366100.0,0.0,0.0,0.0,0.0,0.45362399999999997,0.661184
sh.603661,2017-10-31,2017-09-30,2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002912,2017-11-07,2016-09-30,2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002912,2017-11-07,2017-09-30,2017-11-07,956349700.0,639431000.0,1.56674,0.0,0.0,0.654932,42.62138
sh.603848,2017-11-20,2016-09-30,2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603848,2017-11-20,2017-09-30,2017-11-20,957173000.0,748643100.0,0.09874400000000001,0.0,0.0,0.4055760000000001,0.353378
sz.002915,2017-11-14,2016-09-30,2017-11-14,447719900.0,255706300.0,0.0,0.0,0.0,0.0,0.0
sz.300731,2017-11-20,2017-09-30,2017-11-20,263693900.0,222867500.0,0.105019,0.0,0.0,0.398635,0.083006
sz.300732,2017-11-28,2016-09-30,2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300732,2017-11-28,2017-09-30,2017-11-28,1475989100.0,737585500.0,1.072283,0.0,0.0,0.398171,0.889294
sz.002916,2017-11-29,2016-09-30,2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002916,2017-11-29,2017-09-30,2017-11-29,5940019500.0,1791116600.0,0.629509,0.0,0.0,0.26208400000000004,0.788328
sh.600025,2017-11-06,2016-09-30,2017-11-06,0.0,0.0,-0.134724,0.0,0.0,0.0,-0.484713
sh.600025,2017-11-06,2017-09-30,2017-11-06,166579927300.0,35077489200.0,0.050907,0.0,0.0,0.036113,0.8737440000000001
sh.603477,2017-11-28,2016-09-30,2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603477,2017-11-28,2017-09-30,2017-11-28,977676700.0,480596300.0,0.06371900000000001,0.0,0.0,0.208052,0.330703
sz.002919,2017-11-29,2016-09-30,2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002919,2017-11-29,2017-09-30,2017-11-29,463022900.0,307998800.0,0.014105000000000001,0.0,0.0,0.098996,0.059341
sz.001965,2017-12-21,2016-09-30,2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.001965,2017-12-21,2016-12-31,2017-12-21,55363643100.0,37307953000.0,0.0,0.0,0.55,0.0,-0.06516799999999999
sz.001965,2017-12-21,2017-09-30,2017-12-21,59783846600.0,39265228200.0,0.0,0.0,0.48,0.061611,0.1433
sz.002921,2017-12-13,2016-09-30,2017-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002921,2017-12-13,2017-09-30,2017-12-13,915680700.0,437478500.0,-0.020964,0.0,0.0,0.17753,0.017509999999999998
sh.603329,2017-12-12,2016-09-30,2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.603329,2017-12-12,2017-09-30,2017-12-12,849006800.0,395131100.0,0.133803,0.0,0.0,0.208314,0.42172200000000004
sz.002922,2017-12-12,2016-09-30,2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002922,2017-12-12,2017-09-30,2017-12-12,945197000.0,495427800.0,0.075322,0.0,0.0,0.22765,0.213313
sz.300735,2017-12-18,2017-09-30,2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.002923,2017-12-18,2017-09-30,2017-12-18,649121577.24,466776417.03,-0.00041600000000000003,0.0,0.0,0.179842,0.148331
sz.002923,2017-12-25,2016-09-30,2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300664,2017-12-25,2016-09-30,2017-12-25,0.0,0.0,0.153864,0.0,0.0,0.0,0.292835
sz.300664,2017-12-25,2017-09-30,2017-12-25,3663309400.0,2208376100.0,-0.052027,0.0,0.0,0.050395999999999996,-0.084772
sz.300733,2017-12-06,2016-09-30,2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sz.300733,2017-12-06,2017-09-30,2017-12-06,1024487200.0,589352500.0,0.019208000000000003,0.0,0.0,-0.005579,0.015366999999999999
sz.300733,2017-12-13,2014-12-31,2017-12-13,786069900.0,390152800.0,0.0,0.0,0.0,0.174265,0.26063200000000003
sz.300733,2017-12-13,2015-12-31,2017-12-13,894553800.0,423119400.0,0.0,0.0,0.0,0.182027,0.170824
sz.300733,2017-12-13,2016-12-31,2017-12-13,956069100.0,515875500.0,0.0,0.0,0.0,0.265466,0.5890449999999999
sz.300733,2017-12-13,2017-06-30,2017-12-13,958723200.0,558817600.0,-0.004521,0.0,0.0,-0.023708,-0.028270999999999998
sh.601828,2017-12-25,2016-09-30,2017-12-25,0.0,0.0,-0.22197600000000006,0.0,0.0,0.0,-0.252932
sh.601828,2017-12-25,2017-09-30,2017-12-25,95791297900.0,38960462600.0,0.09198200000000001,0.0,0.0,0.129083,0.198927
sh.600000,2018-01-06,2017-12-31,2018-01-06,6135061000000.0,395466000000.0,0.038873000000000005,14.44,1.84,0.048678,0.007379000000000002
sh.600004,2018-03-24,2017-12-31,2018-03-24,22519539139.17,15006197323.83,0.097584,12.24,0.82,0.408581,0.13934000000000002
sh.600007,2018-03-21,2017-12-31,2018-03-21,11666020000.0,6467530000.0,-0.051158,10.16,0.63,0.264488,-0.099259
sh.600009,2018-02-24,2017-12-31,2018-02-24,27541371700.0,25132168600.0,0.455493,15.53,1.91,0.159448,0.302672
sh.600018,2018-01-13,2017-12-31,2018-01-13,141930000000.0,69550000000.0,0.198109,17.7,0.4974,0.204194,0.347072
sh.600030,2018-01-25,2017-12-31,2018-01-25,624978000000.0,149533000000.0,0.090438,7.84,0.95,1.2115049999999998,0.144135
sh.600036,2018-01-24,2017-12-31,2018-01-24,6292005000000.0,479917000000.0,0.319946,16.54,2.78,0.057405,0.154528
sh.600037,2018-02-14,2017-12-31,2018-02-14,15297890521.39,12744823517.95,0.017730000000000003,5.92,0.5389,0.007328,0.27031900000000003
sh.600048,2018-01-15,2017-12-31,2018-01-15,683664696500.0,107106588700.0,0.275143,16.36,1.32,-0.063299,0.100643
sh.600074,2018-04-05,2017-12-31,2018-04-05,2029812600.0,-3350460800.0,-3.496059,0.0,-3.23,-0.308296,-11.084624
sh.600098,2018-03-31,2017-12-31,2018-03-31,38607908200.0,16020787300.0,0.003215,4.3764,0.2486,0.125691,-0.107373
sh.600101,2018-01-12,2017-12-31,2018-01-12,3014783500.0,2078995300.0,0.041969,4.79,0.3,0.101386,0.310158
sh.600101,2018-04-09,2018-03-31,2018-04-09,3057098900.0,2107042100.0,0.007151,1.286,0.083,0.132451,0.114147
sh.600112,2018-02-09,2017-12-31,2018-02-09,2785655018.42,1155513947.05,0.2331260000000001,1.6980000000000002,0.0388,342.227642,1.456056
sh.600120,2018-03-28,2017-12-31,2018-03-28,19114789100.0,10026316900.0,0.08653,7.76,1.1,1.182949,-0.026201
sh.600136,2018-02-07,2017-12-31,2018-02-07,5175479818.69,2531298150.72,0.016606,5.56,0.27,0.0,0.104319
sh.600138,2018-02-13,2017-12-31,2018-02-13,12552059500.0,5575006100.0,0.096163,10.38,0.76,5.8345660000000015,0.110598
sh.600151,2018-01-27,2017-12-31,2018-01-27,13098790500.0,5729801400.0,-0.355419,-5.2111,-0.2145,0.222096,-2.55
sh.600170,2018-02-01,2017-12-31,2018-02-01,196970000000.0,27080000000.0,0.048803,10.9,0.27,3.918436,0.213115
sh.600177,2018-01-31,2017-12-31,2018-01-31,68515000000.0,24128000000.0,-0.929721,1.64,0.1,-0.33575,-0.833749
sh.600183,2018-01-31,2017-12-31,2018-01-31,12840963400.0,6021875800.0,0.223991,20.12,0.74,0.259231,0.5072220000000001
sh.600216,2018-03-13,2017-12-31,2018-03-13,9794653528.37,7307256953.11,-0.193551,3.7,0.28,0.6968979999999999,-0.432522
sh.600217,2018-03-06,2017-12-31,2018-03-06,4824040000.0,1682015100.0,0.055741999999999986,15.09,0.1568,0.0,0.5665640000000001
sh.600259,2018-03-03,2017-12-31,2018-03-03,4351606843.66,1953859428.59,-0.019539,1.05,0.07,8.900077,1.560466
sh.600280,2018-02-09,2017-12-31,2018-02-09,17241566100.0,1857859400.0,0.104251,12.89,0.207,2.198972,0.920119
sh.600284,2018-02-09,2017-12-31,2018-02-09,11177820800.0,5523547300.0,0.017668,6.9,0.5358,2.865638,-0.114045
sh.600292,2018-01-27,2017-12-31,2018-01-27,9062541000.0,4878008800.0,-0.054663,2.23,0.14,0.004802000000000001,0.4793520000000001
sh.600292,2018-04-12,2018-03-31,2018-04-12,9012040000.0,4901840000.0,0.002508,0.49,0.03,0.110852,0.000244
sh.600299,2018-01-26,2017-12-31,2018-01-26,21300000000.0,13160000000.0,-0.203343,10.51,0.49,0.0,-0.253918
sh.600330,2018-03-28,2017-12-31,2018-03-28,5442569000.0,3726418800.0,0.054880999999999985,4.23,0.19,0.286158,1.044404
sh.600365,2018-03-20,2017-12-31,2018-03-20,1116862634.97,689164759.12,0.009982,0.88,0.02,11.583139,0.368355
